  company all Details
"
"['U72100MH2006PTC160372', 'SEACHANGE INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC287893', 'SANZAR FUTURETEQ PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC370007', 'EPROTECT 360 SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1999PTC118771', 'ELIXIR INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC214007', 'MILLENNIUM CONSULTING (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC327932', 'BLUE HORIZON AUTOMATION RESEARCH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC347252', 'CODESIS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC350034', 'WINDOWSEAT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC332455', 'GRAPHITEGTC PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2018PTC308058', 'AXITRIX T-24 TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC328648', 'PUNJIBOX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2012PTC229832', 'RINIRA INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC345137', 'MIND SOLUTIONS NEXUS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC253060', '3F MAGNUS TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC260279', 'ZOOMIN ONLINE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC357742', 'JAISWAL TECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC281864', 'TECHEX CONSULTING INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC203268', 'CONTEXT BUSINESS SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2014PTC259569', 'SHAWMAN SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291722', 'ROOTNET365 TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC264622', 'CRESCENDO IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC362948', 'ADKOM HIGH TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360728', 'EVANTI TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC347213', 'ARTHAWARE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296341', 'AL-BURAQ ONLINE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2016PTC282252', 'ZEALAPP VIEW PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC319232', 'TWENNYZ TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC323634', 'PINCODE COMMUNICATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296500', 'RAEY.IN TECHNOCRATS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC288275', 'HEALTHCIUS SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC171574', 'GTS E-SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356920', 'KHELLO11 FANTASY SPORTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC261927', 'CABZO MOBILE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376897', 'FTRA ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC130324', 'LESTER INFOSERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC295265', 'SRIBALAJI BARCODE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368397', 'FANCRAZE SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC365589', 'MSERVIZ PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2013PTC244662', 'VIZPAY BUSINESS SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC317011', 'HILLSET TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366589', 'SELECT10X ASSESSMENTS & SKILLING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC331900', 'FINGA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC318928', 'DISS COMPUTERS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC378562', 'VINKOYT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC160949', 'CNC E-SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC327250', 'WED UPP PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360301', 'ZHUZHUP SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC327425', 'VPN MOBILE PROXY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC346831', 'DIGITEAM SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1999PTC120154', 'LITTLESILVER SOFTWARE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC127148', 'FUTURE WORLD (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356991', 'INDIGOCHART TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC355680', 'MACANS DATA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1987PTC045102', 'STELLAR CHEMICAL LABORATORIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2006PTC160341', 'QUINCE INFOTECH AND LEASING PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2020PTC340058', 'AMPLEX SOFTECH & SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC341306', 'KDC TEK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376471', 'FINEAPPLE LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC335590', 'ANTHILL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC309099', 'MATRA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC357902', 'BODHI GLOBAL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC206626', 'ASIAN INFOTEL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC317981', 'KINTREE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC285512', 'HELIOSPHERE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC350670', 'SIMAN TELECOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC155570', 'MONETA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC315012', 'FUNCTIONAL PARADIGMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC246513', 'VIASYS DIGITAL NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC292197', 'DIVERSITYTECH SOLUTIONS AND SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2008PTC183609', 'DESERVE TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC377339', 'AUGMAWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC164953', 'NAM TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC349347', 'WANZ SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367421', '4X TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1988PTC045970', 'SHREE COMMUNICATION SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1997PTC112364', 'SUN COMPUTER INSTITUTE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330173', 'ACCENCIS INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC323613', 'AVALANCE TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC362729', 'CHAUHAN & CHAVAN APPSTUDIO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC321583', 'SOCIALHOOP INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC310420', 'DAMACLOID TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC327980', 'SUPRADIGIT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC162483', 'AVAS TRADELINKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC175935', 'C2L BIZ SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC328616', 'CALIBEHR ONE STOP SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2016PTC282330', 'SMARTIFY HEALTH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC150210', 'G K A SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC324289', 'TRIPIN STUDIO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2018PTC305339', 'SOFTRIGHT INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2005PTC153108', 'IQN DATA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC127005', 'MEDANSH TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1988PTC048494', 'SYSTWARE TECHNOLOGY INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC244292', 'RESCUE CLICK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1995PTC086970', 'DYNAWARE SOFTWARE SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367615', 'KISSAMAGO TRANSCRIPTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC290107', 'TECHSURE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC319559', 'PLATIVE CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1999PTC122568', 'AGRONET SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC326185', 'WISEGEN INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC332235', 'DOLLYWOOD DIGITAINMENT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC317679', 'HARMONIX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC284656', 'SOCIAL INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC318854', 'HEXMESH TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC317077', 'ADSPOTCLICK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC285290', 'TECHNOCRAFT CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC149462', 'NEXUS SYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC391418', 'ALOTECH SOFTWARE DEVELOPMENT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC391770', 'PASTELCREW SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC391952', 'COBRO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2019PTC327595', 'AZSTAQ PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376888', 'PERDITA SOFTWARE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC392119', 'AGDI SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC159183', 'INFOSOLS ECONSULTANTS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393017', 'PIPPIP MEDIA MUMBAI PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC242384', 'AUREUS ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2022PTC394148', 'I-CAMPUSBUDDY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388177', 'FIBRONIK SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388384', 'PFIT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388322', 'ENEM DIGISOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC315075', 'NAVANA TECH INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389029', 'CONVELENSO DESIGNS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC342618', 'E SEMBLE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC318500', 'ELAAF TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC307204', 'CODEFREE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC166090', 'ANISAN TECHNOLOGIES (I) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2008PTC288446', 'ROAM SPACE TRAVEL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366855', 'DYGNIFY VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC370306', 'BIGLEAP ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC224855', 'UHM INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC272311', 'COCOONIT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC333758', 'MS CUBE SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363321', 'TRIDGE TALENTREPRENURSHIP SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC370099', 'UNIOTEC SYNERGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC327612', 'EHOOK INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC292131', 'BETAMAGIC GLOBAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2016PTC289130', 'GSC EDGE CONSULTANCY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388567', 'INTERNOVO VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC315013', 'RTR ABSOLUTE ECOMMERCE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396633', 'OVASKY TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC377140', 'TEZ PLATFORMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC370990', 'TECHDATA NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC249179', 'VAYVE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396541', 'X TO Y BIZ TECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC397609', 'OYRSA IT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2023PTC397875', 'EVOLOTEK SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2005PTC151678', 'SYNAGE SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC381512', '500X TECH LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC258607', 'DIGICORE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394867', 'SANDSAIC INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395450', 'DISTRIKOM GRAPHICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395555', 'ALMAKYD GRAPHICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396811', 'S.O.A.P INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC268681', 'RIGHT2VOTE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC127454', 'GASESONLINE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375758', 'REX QUANTUM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC285624', 'ENVISIODEVS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386001', 'AMANE TECHSERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386213', 'VALL IMPACT VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC337196', 'MANTRA DATA CENTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389612', 'OMNIVERSE NETWORKIT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356480', 'MODDER STACK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC259672', 'KARMA YOGA VEDANTA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC319002', 'CYPHWARE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1999PTC118163', 'REALITY WEB INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2021PTC360162', 'INNOVDISC SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC347848', 'OREOSYS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC344826', 'RISKYLEAD ENTERTAINMENTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2021PTC359758', 'ADHIVAN TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395929', 'KHAMERE INFOSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291283', 'LAUNCHMYDRUG TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH1983PTC030493', 'CREATIVE DATA PROCESING SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2008PTC182167', 'S2 INSTITUTE OF INFORMATION TECHNOLOGY MANAGEMENT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC336650', 'QUORUM TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296597', 'GERMISIGN DESIGNS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC131583', 'BRYKA ELECTROSYSTEMS AND SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2001PTC132878', 'MESSAGE MUSIC (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1995PTC088464', 'ALMODINE TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368961', 'ZETA-V TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC281272', 'VIBBLE INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC335922', 'TRAACT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC301557', 'NETRA SCAN TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375896', 'NETSPEEDIO NETWORK AND TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC295221', 'TRIMTAB INNOVATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394907', 'RAAVIPUTRAM VISION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC339250', 'ROHRA COMPUTER PRODUCTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2017PTC293773', 'TALKING PIXELS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361556', 'VYAPARDOST PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393620', 'STARZ VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC365817', 'EATETA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291036', 'AV DESIGN LAB PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC197225', 'JTB TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2015PTC266824', 'PAYSENSE SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2020PTC341296', 'SYNERGIST TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376675', 'GRECYCLE IDEAS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC316677', 'ZERIFF TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2013PTC250089', 'MOBITRAIL (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC397573', 'RIAB TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC354389', 'APPORT SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC345679', 'PAYNOMICS FINTECH SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC274259', 'FRANSOFT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC344275', 'HEREAFTER PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC346589', 'SHOPROX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC331178', 'CHECKEXPLORE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC201050', 'NULEAP TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376812', 'AH SAGA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH1995PTC090054', 'THIRDEYE TECHLABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC144010', 'MMOG PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC326372', 'MSQUARE LABS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC126863', 'NETIZEN PROPERTIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC337887', 'REVOWL TECHNOCRAFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2022PTC386890', 'RCA INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC375076', 'ALL WAVE GLOBAL TECHNOLOGY AND BUSINESS SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC318320', 'LALAMOVE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1992PTC065186', 'INDIAN FEDERATION AGAINST SOFTWARE THEFT', 'Mumbai', 'Active']"
"['U72200MH2009PTC306876', 'THINKSTEP SUSTAINABILITY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2017PTC295965', 'MAXTECH INNOVATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC163359', 'SREST INFORMATION TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC155788', 'OREGONO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386467', 'PAGO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC161504', 'S S INFONET PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC239512', 'SPLUNK SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC314369', 'BLUE OYSTER TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC126432', 'TRELLIS LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC310227', 'WESEED INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC364842', 'FUNDLE TECH VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373182', 'HYPE ECOMMERCE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC175961', 'ELDER IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC174047', 'WONESE INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72400MH2009PTC196212', 'INTELLIGENT DATA COLLECTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC305243', 'TUNA TECXPERTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC340203', 'INFRACON LIVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367904', 'WEBLICATION INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC260552', 'IGURU VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC230487', 'KATASHI TECHNOLOGY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72502MH2018PTC310848', 'MESAPEAK SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2021PTC357911', 'SCRIPTBYTES TECHNOLOGY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC349784', 'ONE ARC LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC342689', 'SYMBOLIST TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
