  company all Details
"
"['U72500MH2021PTC357352', 'SYNERGUS TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC129677', 'WEB ACCESS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC326602', 'DIGITAL BLINC TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361951', 'DIGITONE CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC347617', 'SHIELDUP PROTEC SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC133983', 'SAPIENS TECHNOLOGIES (1982) INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC303070', 'ICONCE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC264714', 'FIREFOX FILMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC284047', 'CUBEB DIGITAL AND DESIGN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC374068', 'SOLISTA NEXGEN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC387721', 'ANPAR TECHSERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC373994', 'ZENIQLE PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2021PTC373021', 'MILESIGHT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC355516', 'PIXELLD TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC371525', 'GURUKRUPA PLACEMENT & EDUCATION SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1989PTC051011', 'SPENTA SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC129819', 'JUNE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2003PTC138501', 'BITSY INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC362036', 'FUTURE STREAM SYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC177752', 'PAYMENT GATEWAY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC396387', 'SLONE INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395454', 'MICROCLAR GRAPHICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC305372', 'LNB SOFTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2023PTC397222', 'RICARDO GRAPHICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC124485', 'PEOPLE INTERACTIVE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394927', 'PARLE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC351195', 'TRAININGSHEADSTART PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC311901', 'AGAETIS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376243', 'ACCELERATORS INFO SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC354110', 'OPA MARKETING TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC284438', 'WORKLINE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC192249', 'BLUESTAR SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC245229', 'GLOBAL WAVE SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC337051', 'GXP BY DESIGN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393290', 'ADVASIST SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393719', 'NANASTRO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC259393', 'FLATPI TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC329938', 'HIJABAE FASHION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC298392', 'SWIT CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375057', 'WEALTHBRAIN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC395934', 'ULTIMAC INFOSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376110', 'HKHR SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2019PTC331654', 'V-ART SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC392551', 'PERCEPTA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC228835', 'TOUCHZING MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC176383', 'SHELTON INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC212578', 'A HUMAN INFO DIGITAL MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC204262', 'ANTILA APPS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC193273', 'EVERYMEDIA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC354303', 'LOCOBUZZ SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC377935', 'PROTRAVINY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC131656', 'JOSH TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC200321', 'HASHINCLUDE COMPUTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2021PTC356587', 'BRANDAMP DIGITAL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369066', 'PARFAITE SOFTWARE AND MARKETING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC192137', 'ATICEST TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1998PTC113761', 'SHETH INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC295173', 'REGIME TAX SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2012PTC234494', 'ONEBI PLUS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC270381', 'KLOUDSPIRIT SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358362', 'PAR ONLINE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2013PTC250054', 'SYDLER TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC259844', 'LEMION IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC332547', 'METAMERSIVE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC326783', 'DIGIGROUND PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC202840', 'SYNDROME TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC337692', 'KINEXIUM ONLINE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC311562', 'FICTION2FACT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1989PTC053673', 'INFOGEN COMPUTERS AND SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC253138', 'EVERRTECH SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC364932', 'LEX-FUND-IT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC241061', 'FNB CITY MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2004PTC145531', 'GEO AND YOUNG SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC301960', 'RSUTRA ANALYTICS AND CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC258116', 'ALEOS SOLUTIONS & SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC261341', 'PINDROP TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1998PTC114792', 'SALT RIVER INFO SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC167661', 'AVEVA INFORMATION TECHNOLOGY INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356128', 'PROTIUM BUSINESS SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC174675', 'SABSE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343474', 'YANDEX INDIA TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC308487', 'ZITAK DIGITIZERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC216383', 'ADITI TRACKING SUPPORT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC262123', 'LINGUABENCH TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC193142', 'SOFSCRIPT HEALTHCARE SYSTEMS & SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368501', 'SERVFIRST INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC223709', 'JN CONSULTANTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361726', 'MENSA INTERNET PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363844', 'LOUDER VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC375358', 'INTELLIBLOCK TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72502MH2010PTC205132', 'VORA IT INFRA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2016PTC280617', 'KOLIKKO TECHNOLOGY INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72909MH2012PTC234260', 'KUSH GLOBAL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC353050', 'MAUKA EDUCATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC337704', 'OBERTHUR TECHNOLOGIES SOFTWARE FACTORY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC180704', 'THREEG ID TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC285396', 'FINLABS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2002PTC135255', 'TRANS UNION SOFTWARE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369050', 'REDCLIP TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC243069', 'RAMSANGAM INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72502MH2021PTC372497', 'BLUE ELITE TRADING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72917MH1991PTC059900', 'ASHTON ELECTRONICS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2002PTC136615', 'BIZMATICS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC329545', 'ENALITO AUTOMATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2017PTC298872', 'VOXTRIANGLE INFOSERVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC374957', 'PRYM SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC308829', 'TECHSTREET ACCESSORIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2007PTC171420', 'SMART DATA SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1998PTC115706', 'SAS INSTITUTE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC233835', 'INNVEN ERGO PRODUCTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC316912', 'PINGULKARS TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC336410', 'NEIBRE TECHNOLOGY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2017PTC293986', 'ROBOCASH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC263275', 'VENTES AVENUES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC274166', 'LEN DEN KHATA INFOCOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369391', 'GOALLINE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC221950', 'FORCEPOINT SOFTWARE CONSULTING INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2010PTC210767', 'TAO BPO SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC306094', 'SWIPRE TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC322727', 'APEX INFOTECH INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363230', 'DOCHIO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC351651', 'OCTANE ANALYTICS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC127616', 'INCITE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC144633', 'PDR DOMAINS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC285699', 'PARIMAN CONNECT BUSINESS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC256001', 'HI 2 BUY. COM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC239377', 'XMITTER TECHNOLOGIES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC274103', 'MYRIAD SOFTCORP PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1996PTC101903', 'MASCOT AUTOMATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC341146', 'WETC INTELLIGENT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC187104', 'STAR SOLUTIONS AND TELECOMMUNICATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191641', 'SMARTLINK BROADBAND SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72300MH2013PTC242693', 'PACE INFONET WEB SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC332088', 'SUP NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC123442', 'NSIL INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2004PTC144115', 'ANIMAX STUDIOS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2020PTC339573', 'MILE 18 TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC284937', 'SMART HARBOR ONLINE SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1997PTC110327', 'SUNTECH PERIPHERALS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC259361', 'TECHEXPED TECHNOLOGY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC245605', 'CLONE FUTURA EDUCATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC147710', 'SUPERSONIC DOMAINS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373027', 'TRILLION THOUGHTS GRAPHIC DESIGN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC151932', 'COLIBRI INFORMATION TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC131360', 'EZEE SOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC342301', 'TECH SQFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC306471', 'AISIGHT VIDEO ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC350459', 'LENGTH TECH & ENTERTAINMENT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369594', 'EVO FOODTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC171657', 'NITYAM SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC377653', 'SPHERIC ONE INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC364798', 'REAL SPACE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC313413', 'HAYSTACKANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC125013', 'MOON INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358516', 'KJ GAMEATHON TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC212935', 'DITTO DIGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343356', 'HEYO ENTERTAINMENT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC373047', 'SEARIX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2018PTC308628', 'RINGME GADGETS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC378603', 'FIVE ONLINE WEB SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC328635', 'NYMBL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC351625', 'TECHNOSYS SOFTWARE & NETWORKING SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2010PTC211509', 'TIZZY WEB SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367995', 'KSAA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC207272', 'UNI24 TECHNO SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC294265', 'PRYKA LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC260221', 'SABSE INTERNET SERVICE PROVIDER PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368770', 'DOTSYNDICATE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368704', 'PLAYBHAI VENTURE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC273872', 'INTELLECT INFORMATION TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC374436', ""YERRAMREDDY'S GO-GREEN TECHNOLOGIES PRIVATE LIMITED"", 'Mumbai', 'Active']"
"['U72900MH2019PTC322170', 'AMCKO TECHPRO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC215110', 'VAMS SAFEGUARD PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2009PTC192901', 'C. B. ONLINE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC244238', 'OGI SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC128563', 'INTEGREON MANAGED SOLUTIONS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388315', 'KVACH DIGITECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389413', 'KUBERANS TECH VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC129959', 'METRO BROADBAND PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363836', '9PLATFORMS TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC337913', 'VARANK TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC220444', 'MONARCH TECHNO ENGINEERING SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC316302', 'TERVIK INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC240374', 'APPLAYER TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC373237', 'COLDPRESS AI TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC133687', 'KPMB KLICK SOFTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC252214', 'SATURO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375690', 'FITCENTIVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC335376', 'INNOVATIVE E-TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC331139', 'MICROINCH HUB PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC129019', 'SUNDEV REAL ESTATES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC164375', 'CLEAR INFO-ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2016PTC284175', 'GENIETALK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC194972', 'SLUM IDEA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394855', 'AUTHCOM TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2022PTC395233', 'LACEFAS ADWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395286', 'ENIRMAAN TECHSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC143808', 'GEBBS HEALTHCARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC168627', 'DATASOFT NETWORK SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC177311', 'CALLSTREET SOLUTIONS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2003PTC139712', 'SECLORE TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC200529', 'GIGABYTES BROADBAND PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC258117', 'YOLO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC341853', 'BHAWISH TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC362423', 'OSIAN TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2017PTC292334', 'SILICONVEINS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1996PTC102214', 'WYSETEK SYSTEMS TECHNOLOGISTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC312809', 'CLICKBAIT SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358246', 'OUTRIX WAVE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330213', 'HAPPYSOUL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330674', 'DER ADLER ENTERPRISE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC271964', 'LTN TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC215992', 'LK PROJECTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC123649', 'MINTKART INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC327474', 'ANTILIA BIZSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH1996PTC103206', 'BLOOMBERG DATA SERVICES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC340319', 'EZPZ SOLUTIONS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC289016', 'SHUBHARAMBH IT SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2010PTC206623', 'ANCHOR E-LIFE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC248077', 'SAUMITRA INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC239993', 'MAPLETON INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343261', 'VIGO INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2022PTC375055', 'INTELLISERUMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330680', 'INNERWORKS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC147707', 'WEBIQ DOMAINS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1992PTC068210', 'MICRO INFORMATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC218190', 'YUPS TECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC384071', 'UPSWING FINANCIAL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368275', 'SEAMLESS DIGITAL AUTOMATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC299789', 'DUVONTO CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC333902', 'VECALL BPO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC173398', 'ACCORD FINTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2005PTC274884', 'ND CALLUS INFO SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386084', 'WISE IDIOT INTELLECT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363795', 'ASANN PROCESS INTEGRATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC123750', 'TYCARATI JEWELLERY PRIVATE LIMITED', 'Mumbai', 'Active']"
